Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_31_184,VPWR,li1,91.5400,95.2000,1.799807
FILLER_31_172,VPWR,li1,87.4000,95.2000,1.799807
FILLER_31_141,VPWR,li1,70.6100,95.2000,1.799811
FILLER_31_139,VPWR,li1,69.6900,95.2000,1.799811
FILLER_31_125,VPWR,li1,63.9400,95.2000,1.799814
FILLER_31_113,VPWR,li1,60.2600,95.2000,1.799821
FILLER_31_111,VPWR,li1,56.8100,95.2000,1.799827
FILLER_31_105,VPWR,li1,54.5100,95.2000,1.799832
FILLER_31_97,VPWR,li1,51.9800,95.2000,1.799838
FILLER_31_85,VPWR,li1,47.3800,95.2000,1.799855
FILLER_31_76,VPWR,li1,42.3200,95.2000,1.799868
FILLER_31_41,VPWR,li1,25.7600,95.2000,1.799926
FILLER_31_29,VPWR,li1,21.6200,95.2000,1.799951
FILLER_31_27,VPWR,li1,18.1700,95.2000,1.799951
FILLER_31_15,VPWR,li1,15.1800,95.2000,1.799951
FILLER_31_3,VPWR,li1,9.6600,95.2000,1.799951
FILLER_30_182,VPWR,li1,91.0800,95.2000,1.799807
FILLER_30_170,VPWR,li1,86.4800,95.2000,1.799807
FILLER_30_93,VPWR,li1,48.9900,95.2000,1.799847
FILLER_30_85,VPWR,li1,46.4600,95.2000,1.799855
FILLER_30_76,VPWR,li1,42.3200,95.2000,1.799868
FILLER_30_64,VPWR,li1,37.7200,95.2000,1.799881
FILLER_30_42,VPWR,li1,25.0700,95.2000,1.799936
FILLER_30_29,VPWR,li1,20.7000,95.2000,1.799951
FILLER_30_27,VPWR,li1,18.1700,95.2000,1.799951
FILLER_30_15,VPWR,li1,15.1800,95.2000,1.799951
FILLER_30_3,VPWR,li1,9.6600,95.2000,1.799951
FILLER_29_189,VPWR,li1,92.6900,89.7600,1.799917
FILLER_29_181,VPWR,li1,90.6200,89.7600,1.799917
FILLER_29_169,VPWR,li1,86.0200,89.7600,1.799917
FILLER_29_144,VPWR,li1,72.2200,89.7600,1.799917
FILLER_29_138,VPWR,li1,69.6900,89.7600,1.799918
FILLER_29_130,VPWR,li1,65.7800,89.7600,1.799919
FILLER_29_123,VPWR,li1,62.7900,89.7600,1.799920
FILLER_29_111,VPWR,li1,56.8100,89.7600,1.799922
FILLER_29_101,VPWR,li1,52.2100,89.7600,1.799923
FILLER_29_93,VPWR,li1,50.1400,89.7600,1.799924
FILLER_29_84,VPWR,li1,45.5400,89.7600,1.799933
FILLER_29_72,VPWR,li1,41.4000,89.7600,1.799936
FILLER_29_60,VPWR,li1,35.8800,89.7600,1.799945
FILLER_29_55,VPWR,li1,31.0500,89.7600,1.799955
FILLER_29_31,VPWR,li1,20.0100,89.7600,1.799969
FILLER_29_25,VPWR,li1,18.4000,89.7600,1.799969
FILLER_29_13,VPWR,li1,14.2600,89.7600,1.799967
FILLER_28_182,VPWR,li1,91.0800,89.7600,1.799917
FILLER_28_170,VPWR,li1,86.4800,89.7600,1.799917
FILLER_28_158,VPWR,li1,80.9600,89.7600,1.799917
FILLER_28_144,VPWR,li1,73.1400,89.7600,1.799917
FILLER_28_138,VPWR,li1,69.4600,89.7600,1.799918
FILLER_28_126,VPWR,li1,66.2400,89.7600,1.799919
FILLER_28_114,VPWR,li1,60.7200,89.7600,1.799921
FILLER_28_83,VPWR,li1,43.9300,89.7600,1.799933
FILLER_28_75,VPWR,li1,41.8600,89.7600,1.799936
FILLER_28_63,VPWR,li1,37.2600,89.7600,1.799945
FILLER_28_55,VPWR,li1,31.0500,89.7600,1.799955
FILLER_28_49,VPWR,li1,29.4400,89.7600,1.799955
FILLER_28_35,VPWR,li1,21.8500,89.7600,1.799970
FILLER_28_29,VPWR,li1,20.2400,89.7600,1.799969
FILLER_28_27,VPWR,li1,18.1700,89.7600,1.799969
FILLER_28_23,VPWR,li1,17.0200,89.7600,1.799968
FILLER_28_19,VPWR,li1,14.4900,89.7600,1.799967
FILLER_28_11,VPWR,li1,11.2700,89.7600,1.799967
FILLER_28_3,VPWR,li1,8.7400,89.7600,1.799967
FILLER_27_189,VPWR,li1,92.6900,84.3200,1.799921
FILLER_27_181,VPWR,li1,90.6200,84.3200,1.799921
FILLER_27_169,VPWR,li1,86.0200,84.3200,1.799921
FILLER_27_165,VPWR,li1,82.1100,84.3200,1.799921
FILLER_27_142,VPWR,li1,71.3000,84.3200,1.799923
FILLER_27_134,VPWR,li1,69.0000,84.3200,1.799924
FILLER_27_121,VPWR,li1,61.8700,84.3200,1.799926
FILLER_27_113,VPWR,li1,59.3400,84.3200,1.799927
FILLER_27_106,VPWR,li1,55.6600,84.3200,1.799929
FILLER_27_97,VPWR,li1,50.3700,84.3200,1.799932
FILLER_27_90,VPWR,li1,47.1500,84.3200,1.799934
FILLER_27_86,VPWR,li1,46.0000,84.3200,1.799934
FILLER_27_61,VPWR,li1,33.8100,84.3200,1.799952
FILLER_27_57,VPWR,li1,32.6600,84.3200,1.799952
FILLER_27_47,VPWR,li1,27.8300,84.3200,1.799962
FILLER_27_39,VPWR,li1,25.3000,84.3200,1.799969
FILLER_27_3,VPWR,li1,7.5900,84.3200,1.799974
FILLER_26_187,VPWR,li1,92.2300,84.3200,1.799921
FILLER_26_179,VPWR,li1,89.7000,84.3200,1.799921
FILLER_26_167,VPWR,li1,85.1000,84.3200,1.799921
FILLER_26_148,VPWR,li1,74.0600,84.3200,1.799922
FILLER_26_139,VPWR,li1,69.6900,84.3200,1.799923
FILLER_26_116,VPWR,li1,59.1100,84.3200,1.799927
FILLER_26_104,VPWR,li1,56.1200,84.3200,1.799929
FILLER_26_97,VPWR,li1,50.6000,84.3200,1.799931
FILLER_26_85,VPWR,li1,47.3800,84.3200,1.799934
FILLER_26_82,VPWR,li1,43.7000,84.3200,1.799936
FILLER_26_74,VPWR,li1,41.4000,84.3200,1.799938
FILLER_26_62,VPWR,li1,36.8000,84.3200,1.799944
FILLER_26_35,VPWR,li1,21.8500,84.3200,1.799976
FILLER_26_29,VPWR,li1,20.2400,84.3200,1.799976
FILLER_26_26,VPWR,li1,17.9400,84.3200,1.799976
FILLER_26_19,VPWR,li1,14.7200,84.3200,1.799975
FILLER_26_3,VPWR,li1,7.8200,84.3200,1.799974
FILLER_25_189,VPWR,li1,92.6900,78.8800,1.799896
FILLER_25_181,VPWR,li1,90.6200,78.8800,1.799896
FILLER_25_169,VPWR,li1,86.0200,78.8800,1.799897
FILLER_25_167,VPWR,li1,82.5700,78.8800,1.799897
FILLER_25_153,VPWR,li1,76.1300,78.8800,1.799898
FILLER_25_143,VPWR,li1,71.5300,78.8800,1.799898
FILLER_25_135,VPWR,li1,69.4600,78.8800,1.799899
FILLER_25_124,VPWR,li1,63.0200,78.8800,1.799900
FILLER_25_116,VPWR,li1,60.7200,78.8800,1.799900
FILLER_25_109,VPWR,li1,56.3500,78.8800,1.799902
FILLER_25_73,VPWR,li1,39.5600,78.8800,1.799926
FILLER_25_64,VPWR,li1,36.3400,78.8800,1.799929
FILLER_25_44,VPWR,li1,28.5200,78.8800,1.799950
FILLER_25_33,VPWR,li1,21.3900,78.8800,1.799969
FILLER_25_21,VPWR,li1,17.9400,78.8800,1.799968
FILLER_25_12,VPWR,li1,11.9600,78.8800,1.799966
FILLER_24_189,VPWR,li1,92.6900,78.8800,1.799896
FILLER_24_185,VPWR,li1,91.5400,78.8800,1.799896
FILLER_24_174,VPWR,li1,85.7900,78.8800,1.799897
FILLER_24_168,VPWR,li1,84.1800,78.8800,1.799897
FILLER_24_164,VPWR,li1,81.1900,78.8800,1.799897
FILLER_24_160,VPWR,li1,80.0400,78.8800,1.799897
FILLER_24_149,VPWR,li1,74.2900,78.8800,1.799898
FILLER_24_141,VPWR,li1,72.2200,78.8800,1.799898
FILLER_24_139,VPWR,li1,69.6900,78.8800,1.799899
FILLER_24_131,VPWR,li1,67.6200,78.8800,1.799899
FILLER_24_123,VPWR,li1,62.3300,78.8800,1.799900
FILLER_24_119,VPWR,li1,61.1800,78.8800,1.799900
FILLER_24_96,VPWR,li1,50.3700,78.8800,1.799908
FILLER_24_85,VPWR,li1,44.8500,78.8800,1.799917
FILLER_24_78,VPWR,li1,42.0900,78.8800,1.799920
FILLER_24_57,VPWR,li1,31.9700,78.8800,1.799943
FILLER_24_46,VPWR,li1,28.5200,78.8800,1.799950
FILLER_24_29,VPWR,li1,19.3200,78.8800,1.799968
FILLER_24_27,VPWR,li1,18.1700,78.8800,1.799968
FILLER_24_23,VPWR,li1,17.0200,78.8800,1.799968
FILLER_24_11,VPWR,li1,13.3400,78.8800,1.799966
FILLER_24_3,VPWR,li1,7.1300,78.8800,1.799966
FILLER_23_189,VPWR,li1,92.6900,73.4400,1.799356
FILLER_23_167,VPWR,li1,82.5700,73.4400,1.799359
FILLER_23_152,VPWR,li1,75.6700,73.4400,1.799360
FILLER_23_148,VPWR,li1,74.5200,73.4400,1.799361
FILLER_23_136,VPWR,li1,70.8400,73.4400,1.799362
FILLER_23_113,VPWR,li1,57.7300,73.4400,1.799368
FILLER_23_88,VPWR,li1,46.9200,73.4400,1.799419
FILLER_23_80,VPWR,li1,42.5500,73.4400,1.799457
FILLER_23_47,VPWR,li1,28.0600,73.4400,1.799683
FILLER_22_141,VPWR,li1,73.1400,73.4400,1.799361
FILLER_22_139,VPWR,li1,69.6900,73.4400,1.799363
FILLER_22_121,VPWR,li1,63.0200,73.4400,1.799365
FILLER_22_93,VPWR,li1,48.9900,73.4400,1.799395
FILLER_22_85,VPWR,li1,46.4600,73.4400,1.799419
FILLER_22_78,VPWR,li1,42.7800,73.4400,1.799457
FILLER_22_52,VPWR,li1,29.6700,73.4400,1.799645
FILLER_22_44,VPWR,li1,27.6000,73.4400,1.799683
FILLER_22_26,VPWR,li1,17.9400,73.4400,1.799807
FILLER_22_18,VPWR,li1,15.6400,73.4400,1.799806
FILLER_22_6,VPWR,li1,9.6600,73.4400,1.799805
FILLER_21_189,VPWR,li1,92.6900,68.0000,1.799829
FILLER_21_174,VPWR,li1,86.2500,68.0000,1.799830
FILLER_21_164,VPWR,li1,81.8800,68.0000,1.799831
FILLER_21_150,VPWR,li1,74.9800,68.0000,1.799833
FILLER_21_142,VPWR,li1,72.6800,68.0000,1.799834
FILLER_21_119,VPWR,li1,60.4900,68.0000,1.799840
FILLER_21_113,VPWR,li1,58.8800,68.0000,1.799840
FILLER_21_108,VPWR,li1,56.1200,68.0000,1.799841
FILLER_21_90,VPWR,li1,48.3000,68.0000,1.799845
FILLER_21_84,VPWR,li1,44.3900,68.0000,1.799853
FILLER_21_72,VPWR,li1,41.4000,68.0000,1.799857
FILLER_21_57,VPWR,li1,31.9700,68.0000,1.799888
FILLER_21_49,VPWR,li1,28.2900,68.0000,1.799912
FILLER_21_37,VPWR,li1,25.3000,68.0000,1.799926
FILLER_21_25,VPWR,li1,19.7800,68.0000,1.799943
FILLER_21_13,VPWR,li1,14.2600,68.0000,1.799941
FILLER_21_9,VPWR,li1,9.8900,68.0000,1.799940
FILLER_21_3,VPWR,li1,8.2800,68.0000,1.799940
FILLER_20_186,VPWR,li1,91.3100,68.0000,1.799829
FILLER_20_180,VPWR,li1,89.7000,68.0000,1.799829
FILLER_20_165,VPWR,li1,83.2600,68.0000,1.799831
FILLER_20_153,VPWR,li1,78.6600,68.0000,1.799832
FILLER_20_141,VPWR,li1,73.1400,68.0000,1.799834
FILLER_20_139,VPWR,li1,69.6900,68.0000,1.799835
FILLER_20_45,VPWR,li1,26.9100,68.0000,1.799912
FILLER_20_37,VPWR,li1,24.3800,68.0000,1.799926
FILLER_20_29,VPWR,li1,19.0900,68.0000,1.799943
FILLER_20_19,VPWR,li1,14.7200,68.0000,1.799942
FILLER_20_12,VPWR,li1,11.2700,68.0000,1.799941
FILLER_20_7,VPWR,li1,9.2000,68.0000,1.799940
FILLER_19_189,VPWR,li1,92.6900,62.5600,1.799916
FILLER_19_176,VPWR,li1,86.7100,62.5600,1.799917
FILLER_19_159,VPWR,li1,79.5800,62.5600,1.799919
FILLER_19_136,VPWR,li1,68.3100,62.5600,1.799925
FILLER_19_130,VPWR,li1,66.7000,62.5600,1.799925
FILLER_19_118,VPWR,li1,62.5600,62.5600,1.799928
FILLER_19_113,VPWR,li1,57.9600,62.5600,1.799931
FILLER_19_111,VPWR,li1,56.8100,62.5600,1.799931
FILLER_19_107,VPWR,li1,55.6600,62.5600,1.799932
FILLER_19_96,VPWR,li1,50.6000,62.5600,1.799936
FILLER_19_87,VPWR,li1,45.7700,62.5600,1.799939
FILLER_19_75,VPWR,li1,42.7800,62.5600,1.799941
FILLER_19_69,VPWR,li1,37.9500,62.5600,1.799944
FILLER_19_54,VPWR,li1,30.8200,62.5600,1.799955
FILLER_19_27,VPWR,li1,18.4000,62.5600,1.799973
FILLER_19_3,VPWR,li1,7.3600,62.5600,1.799970
FILLER_18_186,VPWR,li1,91.3100,62.5600,1.799916
FILLER_18_180,VPWR,li1,89.7000,62.5600,1.799916
FILLER_18_165,VPWR,li1,84.1800,62.5600,1.799917
FILLER_18_141,VPWR,li1,71.3000,62.5600,1.799923
FILLER_18_139,VPWR,li1,69.6900,62.5600,1.799923
FILLER_18_131,VPWR,li1,67.6200,62.5600,1.799925
FILLER_18_119,VPWR,li1,63.0200,62.5600,1.799928
FILLER_18_112,VPWR,li1,57.9600,62.5600,1.799931
FILLER_18_85,VPWR,li1,47.3800,62.5600,1.799937
FILLER_18_81,VPWR,li1,43.4700,62.5600,1.799941
FILLER_18_56,VPWR,li1,31.7400,62.5600,1.799955
FILLER_18_48,VPWR,li1,29.4400,62.5600,1.799959
FILLER_18_29,VPWR,li1,19.0900,62.5600,1.799974
FILLER_18_22,VPWR,li1,15.8700,62.5600,1.799972
FILLER_18_10,VPWR,li1,10.3500,62.5600,1.799971
FILLER_18_6,VPWR,li1,9.2000,62.5600,1.799971
FILLER_17_189,VPWR,li1,92.6900,57.1200,1.799628
FILLER_17_181,VPWR,li1,90.6200,57.1200,1.799628
FILLER_17_169,VPWR,li1,86.0200,57.1200,1.799629
FILLER_17_167,VPWR,li1,82.5700,57.1200,1.799630
FILLER_17_161,VPWR,li1,80.9600,57.1200,1.799630
FILLER_17_152,VPWR,li1,76.1300,57.1200,1.799631
FILLER_17_144,VPWR,li1,73.6000,57.1200,1.799632
FILLER_17_108,VPWR,li1,56.1200,57.1200,1.799639
FILLER_17_98,VPWR,li1,51.2900,57.1200,1.799641
FILLER_17_65,VPWR,li1,36.1100,57.1200,1.799718
FILLER_17_57,VPWR,li1,33.5800,57.1200,1.799741
FILLER_17_48,VPWR,li1,29.4400,57.1200,1.799785
FILLER_17_36,VPWR,li1,24.8400,57.1200,1.799851
FILLER_17_25,VPWR,li1,18.4000,57.1200,1.799875
FILLER_17_13,VPWR,li1,14.2600,57.1200,1.799871
FILLER_17_6,VPWR,li1,9.2000,57.1200,1.799867
FILLER_16_183,VPWR,li1,89.9300,57.1200,1.799628
FILLER_16_179,VPWR,li1,88.0900,57.1200,1.799628
FILLER_16_173,VPWR,li1,86.4800,57.1200,1.799629
FILLER_16_153,VPWR,li1,77.7400,57.1200,1.799631
FILLER_16_141,VPWR,li1,73.1400,57.1200,1.799632
FILLER_16_129,VPWR,li1,65.3200,57.1200,1.799635
FILLER_16_117,VPWR,li1,62.1000,57.1200,1.799636
FILLER_16_99,VPWR,li1,51.5200,57.1200,1.799640
FILLER_16_83,VPWR,li1,43.9300,57.1200,1.799645
FILLER_16_75,VPWR,li1,41.8600,57.1200,1.799664
FILLER_16_41,VPWR,li1,25.0700,57.1200,1.799831
FILLER_16_27,VPWR,li1,18.1700,57.1200,1.799875
FILLER_16_23,VPWR,li1,17.0200,57.1200,1.799875
FILLER_15_188,VPWR,li1,92.4600,51.6800,1.799865
FILLER_15_169,VPWR,li1,83.7200,51.6800,1.799866
FILLER_15_167,VPWR,li1,82.5700,51.6800,1.799867
FILLER_15_144,VPWR,li1,73.6000,51.6800,1.799870
FILLER_15_119,VPWR,li1,60.4900,51.6800,1.799877
FILLER_15_113,VPWR,li1,58.8800,51.6800,1.799879
FILLER_15_110,VPWR,li1,56.5800,51.6800,1.799880
FILLER_15_98,VPWR,li1,50.8300,51.6800,1.799883
FILLER_15_89,VPWR,li1,46.9200,51.6800,1.799890
FILLER_15_78,VPWR,li1,42.3200,51.6800,1.799899
FILLER_15_53,VPWR,li1,30.5900,51.6800,1.799931
FILLER_15_39,VPWR,li1,24.3800,51.6800,1.799953
FILLER_15_19,VPWR,li1,17.0200,51.6800,1.799961
FILLER_15_6,VPWR,li1,9.6600,51.6800,1.799959
FILLER_14_188,VPWR,li1,92.4600,51.6800,1.799865
FILLER_14_177,VPWR,li1,87.1700,51.6800,1.799865
FILLER_14_170,VPWR,li1,83.9500,51.6800,1.799866
FILLER_14_139,VPWR,li1,69.6900,51.6800,1.799871
FILLER_14_126,VPWR,li1,63.7100,51.6800,1.799875
FILLER_14_114,VPWR,li1,60.7200,51.6800,1.799877
FILLER_14_88,VPWR,li1,46.6900,51.6800,1.799890
FILLER_14_83,VPWR,li1,43.9300,51.6800,1.799899
FILLER_14_65,VPWR,li1,36.1100,51.6800,1.799913
FILLER_14_40,VPWR,li1,24.6100,51.6800,1.799953
FILLER_14_29,VPWR,li1,19.7800,51.6800,1.799961
FILLER_14_27,VPWR,li1,18.1700,51.6800,1.799961
FILLER_14_19,VPWR,li1,16.1000,51.6800,1.799961
FILLER_14_6,VPWR,li1,8.9700,51.6800,1.799959
FILLER_13_177,VPWR,li1,87.6300,46.2400,1.799917
FILLER_13_169,VPWR,li1,85.1000,46.2400,1.799917
FILLER_13_165,VPWR,li1,82.1100,46.2400,1.799917
FILLER_13_149,VPWR,li1,74.2900,46.2400,1.799919
FILLER_13_143,VPWR,li1,72.6800,46.2400,1.799919
FILLER_13_111,VPWR,li1,56.8100,46.2400,1.799931
FILLER_13_97,VPWR,li1,50.3700,46.2400,1.799939
FILLER_13_93,VPWR,li1,49.2200,46.2400,1.799939
FILLER_13_81,VPWR,li1,45.5400,46.2400,1.799946
FILLER_13_69,VPWR,li1,40.0200,46.2400,1.799953
FILLER_13_57,VPWR,li1,34.5000,46.2400,1.799962
FILLER_13_48,VPWR,li1,28.2900,46.2400,1.799970
FILLER_13_36,VPWR,li1,24.8400,46.2400,1.799974
FILLER_13_18,VPWR,li1,14.0300,46.2400,1.799977
FILLER_13_3,VPWR,li1,7.1300,46.2400,1.799976
FILLER_12_189,VPWR,li1,92.6900,46.2400,1.799916
FILLER_12_173,VPWR,li1,85.5600,46.2400,1.799917
FILLER_12_169,VPWR,li1,83.4900,46.2400,1.799917
FILLER_12_165,VPWR,li1,82.3400,46.2400,1.799917
FILLER_12_153,VPWR,li1,78.6600,46.2400,1.799918
FILLER_12_141,VPWR,li1,73.1400,46.2400,1.799919
FILLER_12_132,VPWR,li1,68.0800,46.2400,1.799920
FILLER_12_120,VPWR,li1,63.4800,46.2400,1.799921
FILLER_12_109,VPWR,li1,57.5000,46.2400,1.799928
FILLER_12_99,VPWR,li1,51.2900,46.2400,1.799936
FILLER_12_91,VPWR,li1,49.2200,46.2400,1.799939
FILLER_12_73,VPWR,li1,39.5600,46.2400,1.799953
FILLER_12_64,VPWR,li1,35.1900,46.2400,1.799959
FILLER_12_56,VPWR,li1,33.1200,46.2400,1.799962
FILLER_12_36,VPWR,li1,22.7700,46.2400,1.799977
FILLER_12_22,VPWR,li1,15.8700,46.2400,1.799978
FILLER_11_169,VPWR,li1,83.7200,40.8000,1.799822
FILLER_11_166,VPWR,li1,82.3400,40.8000,1.799823
FILLER_11_158,VPWR,li1,80.0400,40.8000,1.799824
FILLER_11_146,VPWR,li1,75.4400,40.8000,1.799826
FILLER_11_131,VPWR,li1,66.0100,40.8000,1.799831
FILLER_11_119,VPWR,li1,63.0200,40.8000,1.799834
FILLER_11_113,VPWR,li1,57.7300,40.8000,1.799842
FILLER_11_111,VPWR,li1,56.8100,40.8000,1.799846
FILLER_11_105,VPWR,li1,55.2000,40.8000,1.799846
FILLER_11_70,VPWR,li1,38.6400,40.8000,1.799894
FILLER_11_57,VPWR,li1,31.9700,40.8000,1.799919
FILLER_11_49,VPWR,li1,28.2900,40.8000,1.799936
FILLER_11_43,VPWR,li1,26.6800,40.8000,1.799936
FILLER_11_27,VPWR,li1,18.4000,40.8000,1.799959
FILLER_10_189,VPWR,li1,92.6900,40.8000,1.799819
FILLER_10_141,VPWR,li1,70.6100,40.8000,1.799829
FILLER_10_131,VPWR,li1,66.0100,40.8000,1.799831
FILLER_10_102,VPWR,li1,52.6700,40.8000,1.799854
FILLER_10_89,VPWR,li1,46.9200,40.8000,1.799867
FILLER_10_83,VPWR,li1,43.9300,40.8000,1.799881
FILLER_10_63,VPWR,li1,34.7300,40.8000,1.799908
FILLER_10_45,VPWR,li1,26.6800,40.8000,1.799936
FILLER_10_29,VPWR,li1,19.3200,40.8000,1.799959
FILLER_10_27,VPWR,li1,18.1700,40.8000,1.799959
FILLER_10_20,VPWR,li1,15.1800,40.8000,1.799958
FILLER_9_188,VPWR,li1,92.4600,35.3600,1.799118
FILLER_9_164,VPWR,li1,81.1900,35.3600,1.799121
FILLER_9_159,VPWR,li1,79.1200,35.3600,1.799123
FILLER_9_132,VPWR,li1,66.7000,35.3600,1.799131
FILLER_9_124,VPWR,li1,64.4000,35.3600,1.799133
FILLER_9_113,VPWR,li1,57.7300,35.3600,1.799138
FILLER_9_57,VPWR,li1,32.4300,35.3600,1.799455
FILLER_9_48,VPWR,li1,29.4400,35.3600,1.799529
FILLER_9_40,VPWR,li1,24.1500,35.3600,1.799641
FILLER_9_32,VPWR,li1,22.0800,35.3600,1.799695
FILLER_9_20,VPWR,li1,17.4800,35.3600,1.799742
FILLER_9_15,VPWR,li1,12.6500,35.3600,1.799742
FILLER_9_3,VPWR,li1,9.6600,35.3600,1.799742
FILLER_8_189,VPWR,li1,92.6900,35.3600,1.799118
FILLER_8_165,VPWR,li1,82.3400,35.3600,1.799120
FILLER_8_153,VPWR,li1,78.6600,35.3600,1.799123
FILLER_8_141,VPWR,li1,73.1400,35.3600,1.799126
FILLER_8_134,VPWR,li1,68.5400,35.3600,1.799129
FILLER_8_130,VPWR,li1,65.5500,35.3600,1.799133
FILLER_8_124,VPWR,li1,63.9400,35.3600,1.799133
FILLER_8_85,VPWR,li1,45.5400,35.3600,1.799214
FILLER_8_63,VPWR,li1,34.7300,35.3600,1.799399
FILLER_8_29,VPWR,li1,20.2400,35.3600,1.799742
FILLER_8_27,VPWR,li1,18.1700,35.3600,1.799742
FILLER_8_15,VPWR,li1,15.1800,35.3600,1.799742
FILLER_8_3,VPWR,li1,9.6600,35.3600,1.799742
FILLER_7_169,VPWR,li1,84.1800,29.9200,1.799858
FILLER_7_149,VPWR,li1,74.5200,29.9200,1.799863
FILLER_7_141,VPWR,li1,72.2200,29.9200,1.799865
